#,نام بازی,امتیاز,سطح,زمان,کاربر,نام کاربری,مدت(ثانیه),زمان واکنش(میلی ثانیه),جزئیات,پاسخ های درست,پاسخ های غلط,رشته درست و غلط,تنظیمات پیشرفته,پایان یافته,بیشتر
850082,حافظه عسلی,9000,9,8/7/2023 1:41:18 PM,014ce449-47ee-411e-abb9-c0ea27becfe4,Rouhi.Samiya,5,"1317,749,1150,1900","TFS:[TTTT] RTS:[1316,750,1150,1900] HDS:[2,0,3,1] CHD:[2G4B511B1A7121496B2325494E2706486F2]",4,0,TTTT,,FALSE,
850082,حافظه عسلی,8200,9,8/7/2023 1:41:09 PM,014ce449-47ee-411e-abb9-c0ea27becfe4,Rouhi.Samiya,4,"1132,1016,1300,1500","TFS:[TTTT] RTS:[1132,1016,1300,1499] HDS:[3,0,1,2] CHD:[2G45541F7570066C6E05046D6F28016E4B2]",4,0,TTTT,,FALSE,
850082,حافظه عسلی,7400,9,8/7/2023 1:40:59 PM,014ce449-47ee-411e-abb9-c0ea27becfe4,Rouhi.Samiya,6,"2501,1416,1850,950","TFS:[TTTT] RTS:[2500,1416,1850,951] HDS:[2,1,3,0] CHD:[0G417879115722494A0200696702276E4E0]",4,0,TTTT,,FALSE,
850082,حافظه عسلی,6600,9,8/7/2023 1:40:46 PM,014ce449-47ee-411e-abb9-c0ea27becfe4,Rouhi.Samiya,4,"1400,765,901,1516","TFS:[TTTT] RTS:[1400,765,901,1516] HDS:[2,3,0,1] CHD:[0G457F77365701494F25026E4F00254C480]",4,0,TTTT,,FALSE,
850082,حافظه عسلی,5800,9,8/7/2023 1:40:34 PM,014ce449-47ee-411e-abb9-c0ea27becfe4,Rouhi.Samiya,6,"2300,832,1600,1833","TFS:[TTTT] RTS:[2300,832,1600,1833] HDS:[0,3,1,2] CHD:[0G4C1D707D10024A6E05074B6E20246B4B2]",4,0,TTTT,,FALSE,
850082,حافظه عسلی,5000,9,8/7/2023 1:40:21 PM,014ce449-47ee-411e-abb9-c0ea27becfe4,Rouhi.Samiya,6,"1834,2399,1716,1000","TFS:[TTTT] RTS:[1833,2400,1717,1000] HDS:[2,3,0,1] CHD:[0G40305E3116236F4A02046E4B05034A6C0]",4,0,TTTT,,FALSE,
850082,حافظه عسلی,4200,9,8/7/2023 1:40:08 PM,014ce449-47ee-411e-abb9-c0ea27becfe4,Rouhi.Samiya,5,"1483,1150,1918,1048","TFS:[TTTT] RTS:[1482,1151,1918,1048] HDS:[0,3,1,2] CHD:[0G491758771403494C0226696821216F6A2]",4,0,TTTT,,FALSE,
850082,حافظه عسلی,3400,9,8/7/2023 1:39:55 PM,014ce449-47ee-411e-abb9-c0ea27becfe4,Rouhi.Samiya,9,"1352,3048,1701,3599","TFS:[TTFT] RTS:[1351,3048,1700,3600] HDS:[3,0,7,1] CHD:[0G435B3D747026496A23056A6F00006C6D2]",3,1,TTFT,,FALSE,
850082,حافظه عسلی,2900,9,8/7/2023 1:39:39 PM,014ce449-47ee-411e-abb9-c0ea27becfe4,Rouhi.Samiya,5,"983,1766,1833,766","TFS:[TTTT] RTS:[983,1766,1833,765] HDS:[1,2,0,3] CHD:[0G437C56127406484F23234E6D22266A6B0]",4,0,TTTT,,FALSE,
850082,حافظه عسلی,2100,9,8/7/2023 1:39:27 PM,014ce449-47ee-411e-abb9-c0ea27becfe4,Rouhi.Samiya,5,"1399,1918,864,1050","TFS:[TTTT] RTS:[1399,1918,864,1050] HDS:[1,0,3,2] CHD:[0G4C325E5D36036F6E25244D6922266A682]",4,0,TTTT,,FALSE,
850082,حافظه عسلی,1300,9,8/7/2023 1:39:15 PM,014ce449-47ee-411e-abb9-c0ea27becfe4,Rouhi.Samiya,7,"2133,1318,1865,1766","TFS:[TTTT] RTS:[2133,1318,1865,1767] HDS:[2,1,0,3] CHD:[0G461C3D5311034C4C03216F4E06204E6D0]",4,0,TTTT,,FALSE,
850082,حافظه عسلی,500,9,8/7/2023 1:39:02 PM,014ce449-47ee-411e-abb9-c0ea27becfe4,Rouhi.Samiya,6,"1982,1632,1916,4484","TFS:[TTTF] RTS:[1983,1633,1916,4483] HDS:[3,1,0,C] CHD:[0G4E131E583022694927066B6A21254E690]",3,1,TTTF,,FALSE,
850081,مسئول کنترل,2300,11,8/7/2023 1:38:07 PM,014ce449-47ee-411e-abb9-c0ea27becfe4,Rouhi.Samiya,201,"603,552,718,602,619,602,585,486,502,783,386,419,406,662,317,289","TFS:[TTTTTTTTTFTTTFFT] RTS:[614,553,721,611,631,602,588,499,512,779,399,429,415,659,330,290] HDS:[000,00Q,00a,00t,015,11H,11e,11p,12F,12T,22e,22n,238,23H,23I,23Y] CHD:[6C7794A31561524995431466D545BC8B22E8E187986AEB85866893B231722E2D415634A47B110494A158C9E4BD30BDDB43B12DDE15070B2EA15D53C13499912E09B36BA0438EA885BA7BEB1B1A6942A0C1D4DE3A3A079DB32D45CEEAD252E0DA650BE909021CA818DED8C8A35834E22E2ED147341D5030B4153A1]",13,3,TTTTTTTTTFTTTFFT,,TRUE,
850076,خوشمزه یاب,500,24,8/7/2023 1:16:01 PM,749bab21-a0cb-4115-b98c-124fd500b7aa,mr20,3,,TFS:[] RTS:[] HDS:[] CHD:[],0,0,,,TRUE,
850076,خوشمزه یاب,500,24,8/7/2023 1:15:57 PM,749bab21-a0cb-4115-b98c-124fd500b7aa,mr20,4,2330,TFS:[F] RTS:[2330] HDS:[04I1222423UKdezr$Rd#$gfMrsb#4j] CHD:[],0,1,F,,FALSE,
850076,خوشمزه یاب,750,24,8/7/2023 1:15:53 PM,749bab21-a0cb-4115-b98c-124fd500b7aa,mr20,62,60295,TFS:[F] RTS:[60294] HDS:[0CHp1n1o1mUTebrwUaMQtBxVzONLMUaf] CHD:[],0,1,F,,FALSE,
850076,خوشمزه یاب,1000,24,8/7/2023 1:14:51 PM,749bab21-a0cb-4115-b98c-124fd500b7aa,mr20,9,7086,TFS:[T] RTS:[7093] HDS:[08IR2P2O2QUOfgvsU$6wNR#iqlNaxgizz] CHD:[],1,0,T,,FALSE,
850076,خوشمزه یاب,500,24,8/7/2023 1:14:42 PM,749bab21-a0cb-4115-b98c-124fd500b7aa,mr20,12,12863,TFS:[T] RTS:[12865] HDS:[00GQ0P0S0ODQUaexrc#dtPjgvSOKbR] CHD:[],1,0,T,,FALSE,
850074,خوشمزه یاب,1250,24,8/7/2023 1:13:42 PM,749bab21-a0cb-4115-b98c-124fd500b7aa,mr20,22,,TFS:[] RTS:[] HDS:[] CHD:[],0,0,,,TRUE,
850074,خوشمزه یاب,1250,24,8/7/2023 1:13:19 PM,749bab21-a0cb-4115-b98c-124fd500b7aa,mr20,5,3018,TFS:[T] RTS:[3023] HDS:[08IG2H2I2KLNgft#jf6xayOca#Vhgsiwbz] CHD:[],1,0,T,,FALSE,
850074,خوشمزه یاب,750,24,8/7/2023 1:13:15 PM,749bab21-a0cb-4115-b98c-124fd500b7aa,mr20,16,14402,TFS:[T] RTS:[14403] HDS:[0KHY1W1Z1XTLjh$ruOUsVtcvUgPKKy5] CHD:[],1,0,T,,FALSE,
850074,خوشمزه یاب,250,24,8/7/2023 1:12:58 PM,749bab21-a0cb-4115-b98c-124fd500b7aa,mr20,6,4737,TFS:[F] RTS:[4737] HDS:[0FHe1h1g1fMKff$sbL#CzddhesbayfOT] CHD:[],0,1,F,,FALSE,
850074,خوشمزه یاب,500,24,8/7/2023 1:12:52 PM,749bab21-a0cb-4115-b98c-124fd500b7aa,mr20,5,3374,TFS:[T] RTS:[3377] HDS:[0AGR0S0T0PTUbgysefjKEQgqsxVjVdry] CHD:[],1,0,T,,FALSE,
850074,خوشمزه یاب,0,24,8/7/2023 1:12:45 PM,749bab21-a0cb-4115-b98c-124fd500b7aa,mr20,14,11980,TFS:[T] RTS:[11983] HDS:[0IGC080A0BLPfcuwTtiRVzcdfSUrAahrU] CHD:[],1,0,T,,FALSE,
850074,خوشمزه یاب,-500,24,8/7/2023 1:12:31 PM,749bab21-a0cb-4115-b98c-124fd500b7aa,mr20,4,2619,TFS:[F] RTS:[2621] HDS:[0GIJ2I2K2HMQabuybRfu#zPKAyjcV#zg] CHD:[],0,1,F,,FALSE,
850074,خوشمزه یاب,-250,24,8/7/2023 1:12:27 PM,749bab21-a0cb-4115-b98c-124fd500b7aa,mr20,16,16838,TFS:[F] RTS:[16837] HDS:[0DHO1Q1P1RQPfhzqUblMP$keiiELLTKQ] CHD:[],0,1,F,,FALSE,
850075,خوشمزه یاب,1000,24,8/7/2023 1:11:09 PM,749bab21-a0cb-4115-b98c-124fd500b7aa,mr20,1,,TFS:[] RTS:[] HDS:[] CHD:[],0,0,,,TRUE,
850075,خوشمزه یاب,1000,24,8/7/2023 1:11:08 PM,749bab21-a0cb-4115-b98c-124fd500b7aa,mr20,3,1647,TFS:[T] RTS:[1651] HDS:[0AI0232221LSghzwlvVMA#jr#teiaPc] CHD:[],1,0,T,,FALSE,
850075,خوشمزه یاب,500,24,8/7/2023 1:11:04 PM,749bab21-a0cb-4115-b98c-124fd500b7aa,mr20,6,4518,TFS:[T] RTS:[4516] HDS:[0FGG0I0L0KQKfe#rdsKfMgSbUCglMOx] CHD:[],1,0,T,,FALSE,
850075,خوشمزه یاب,0,24,8/7/2023 1:10:57 PM,749bab21-a0cb-4115-b98c-124fd500b7aa,mr20,16,14030,TFS:[F] RTS:[14036] HDS:[0JHu1v1w1xURbbzzKguvgr6PdUctS$Uy] CHD:[],0,1,F,,FALSE,
850075,خوشمزه یاب,250,24,8/7/2023 1:10:44 PM,749bab21-a0cb-4115-b98c-124fd500b7aa,mr20,9,7182,TFS:[F] RTS:[7024] HDS:[02I0222124TQedsygOxPBlNTUkSPzLMQ] CHD:[],0,1,F,,FALSE,
850075,خوشمزه یاب,500,24,8/7/2023 1:10:32 PM,749bab21-a0cb-4115-b98c-124fd500b7aa,mr20,3,1461,TFS:[T] RTS:[1466] HDS:[0KIQ2S2P2RQMhbvrga#jMlOTSjLPhuE] CHD:[],1,0,T,,FALSE,
850075,خوشمزه یاب,0,24,8/7/2023 1:10:28 PM,749bab21-a0cb-4115-b98c-124fd500b7aa,mr20,3,1682,TFS:[F] RTS:[1688] HDS:[04IH2I2K2GPMlh#rVQEgbadOTfhSaUt] CHD:[],0,1,F,,FALSE,
850075,خوشمزه یاب,250,24,8/7/2023 1:10:24 PM,749bab21-a0cb-4115-b98c-124fd500b7aa,mr20,7,4899,TFS:[T] RTS:[4900] HDS:[0II1242223UPglqykwzxddebyMjPEs] CHD:[],1,0,T,,FALSE,
850075,خوشمزه یاب,-250,24,8/7/2023 1:10:18 PM,749bab21-a0cb-4115-b98c-124fd500b7aa,mr20,40,39956,TFS:[F] RTS:[39957] HDS:[0IHQ1P1R1O4LQcbrsv#U$fktdTvxgai] CHD:[],0,1,F,,FALSE,
850072,گروه سرود,3900,13,8/7/2023 1:08:51 PM,749bab21-a0cb-4115-b98c-124fd500b7aa,mr20,4,,TFS:[] RTS:[] HDS:[] CHD:[090B4A8357482C5A9483B4],0,0,,,TRUE,
850072,گروه سرود,3900,13,8/7/2023 1:08:44 PM,749bab21-a0cb-4115-b98c-124fd500b7aa,mr20,20,"1281,1183","TFS:[TF] RTS:[1286,1186] HDS:[A,5] CHD:[0A058B164942CBA81AA5B6A6]",1,1,TF,,FALSE,
850072,گروه سرود,3750,13,8/7/2023 1:08:22 PM,749bab21-a0cb-4115-b98c-124fd500b7aa,mr20,24,"1252,2545,2153,943,878,1103","TFS:[TTTTTT] RTS:[1251,2544,2164,941,877,1106] HDS:[A,A,5,B,6,A] CHD:[0A058B164942CBA81AA5B6A]",6,0,TTTTTT,,FALSE,
850072,گروه سرود,1950,13,8/7/2023 1:07:55 PM,749bab21-a0cb-4115-b98c-124fd500b7aa,mr20,18,"1291,2639,699,607,655","TFS:[TTTTT] RTS:[1290,2640,699,607,654] HDS:[A,A,5,B,6] CHD:[0A058B164942CBA81AA5B6]",5,0,TTTTT,,FALSE,
850072,گروه سرود,450,13,8/7/2023 1:07:35 PM,749bab21-a0cb-4115-b98c-124fd500b7aa,mr20,14,"850,817,1120","TFS:[TTF] RTS:[849,816,1119] HDS:[3,9,4] CHD:[00B823694A019C38439023]",2,1,TTF,,FALSE,
850071,بزرگراه,-1900,21,8/7/2023 12:59:09 PM,84f86415-93d5-48e0-b58f-0a5ba4db59ff,Radin123,1,,TFS:[] RTS:[] HDS:[] CHD:[5AFLcOM#eMw#g],0,0,,,TRUE,
850071,بزرگراه,-1900,21,8/7/2023 12:59:08 PM,84f86415-93d5-48e0-b58f-0a5ba4db59ff,Radin123,39,"2964,3996,4005,4020,3996,4005,3995,4021,3996,4006","TFS:[FFFFTFFFTF] RTS:[2962,4000,4000,4019,4000,4000,4000,4020,3999,4000] HDS:[0G,0W,00,0W,0W,00,0W,0W,0W,0W] CHD:[5AFLcOM#eMw#g]",2,8,FFFFTFFFTF,,FALSE,
850071,بزرگراه,-900,17,8/7/2023 12:58:27 PM,84f86415-93d5-48e0-b58f-0a5ba4db59ff,Radin123,39,"3362,4005,4012,4005,3995,4004,4022,3994,3997,4004","TFS:[TFFFTTFFFF] RTS:[3362,4000,4020,4000,4000,4000,4020,4000,4000,4000] HDS:[0W,00,0W,0W,0G,0W,0G,0W,00,00] CHD:[5C32y#Mz21#y0]",3,7,TFFFTTFFFF,,FALSE,
850071,بزرگراه,-700,10,8/7/2023 12:57:46 PM,84f86415-93d5-48e0-b58f-0a5ba4db59ff,Radin123,40,"4434,4021,3997,4004,3996,4020,3997,4004,3996,4021","TFS:[FFTFFFFFFT] RTS:[4431,4020,4000,4000,4000,4019,4000,4000,4000,4020] HDS:[0H,01,0H,01,01,0H,0H,01,0H,0H] CHD:[3F7HqzKKn5Crzq]",2,8,FFTFFFFFFT,,FALSE,
850071,بزرگراه,-100,3,8/7/2023 12:57:04 PM,84f86415-93d5-48e0-b58f-0a5ba4db59ff,Radin123,10,"6504,3996","TFS:[FF] RTS:[6498,4000] HDS:[0H,0X] CHD:[F3Bf2e]",0,2,FF,,FALSE,
850071,بزرگراه,150,3,8/7/2023 12:56:47 PM,84f86415-93d5-48e0-b58f-0a5ba4db59ff,Radin123,8,"5521,1811,1280","TFS:[TFT] RTS:[5524,1811,1279] HDS:[0P,08,0e] CHD:[BF3y#2]",2,1,TFT,,FALSE,
850071,بزرگراه,1550,7,8/7/2023 12:55:56 PM,84f86415-93d5-48e0-b58f-0a5ba4db59ff,Radin123,21,"3306,5839,150,4420,7444","TFS:[TTTTT] RTS:[3306,5833,156,4420,7443] HDS:[08,01,0O,08,0X] CHD:[5A0cKec2L]",5,0,TTTTT,,FALSE,
850071,بزرگراه,550,3,8/7/2023 12:55:33 PM,84f86415-93d5-48e0-b58f-0a5ba4db59ff,Radin123,36,"6499,4001,4021,3996,3997,4003,1120,3016,2460,3563","TFS:[TTTTFTFTTF] RTS:[6496,4000,4020,4000,3999,4000,1119,3020,2462,3557] HDS:[0H,0H,0H,0H,01,11,1X,1X,1P,1X] CHD:[B7FLLLLyeg#Mgz]",7,3,TTTTFTFTTF,,FALSE,
850070,گمشده در دریا,-1200,34,8/7/2023 12:54:32 PM,84f86415-93d5-48e0-b58f-0a5ba4db59ff,Radin123,1,,TFS:[] RTS:[] HDS:[] CHD:[],0,0,,,TRUE,
850070,گمشده در دریا,-1200,35,8/7/2023 12:54:32 PM,84f86415-93d5-48e0-b58f-0a5ba4db59ff,Radin123,26,"4093,4096,4095,4095,4096","TFS:[FFFFF] RTS:[4094,4097,4097,4096,4095] HDS:[0RKPS,0e6Py,0NYPy,0PMPS,0cIPS] CHD:[]",0,5,FFFFF,,FALSE,
850070,گمشده در دریا,-950,32,8/7/2023 12:54:05 PM,84f86415-93d5-48e0-b58f-0a5ba4db59ff,Radin123,26,"4096,4096,4096,4097,4088","TFS:[FFFFF] RTS:[4096,4096,4096,4096,4089] HDS:[0cPPO,0c9PO,0c9PO,0cvPO,0d9Pu] CHD:[]",0,5,FFFFF,,FALSE,
850070,گمشده در دریا,-700,29,8/7/2023 12:53:39 PM,84f86415-93d5-48e0-b58f-0a5ba4db59ff,Radin123,26,"4093,4095,4095,4086,4096","TFS:[FFFFF] RTS:[4095,4096,4096,4088,4097] HDS:[0a5Py,0bdPu,0QnPO,0P3Pu,0QJPO] CHD:[]",0,5,FFFFF,,FALSE,
850070,گمشده در دریا,-450,26,8/7/2023 12:53:13 PM,84f86415-93d5-48e0-b58f-0a5ba4db59ff,Radin123,20,"1092,1279,4095,4094,4096","TFS:[TFFFF] RTS:[1094,1281,4097,4096,4096] HDS:[0hmPP,0KmPO,0NWPS,0hWPS,0fGPO] CHD:[]",1,4,TFFFF,,FALSE,
850070,گمشده در دریا,-350,23,8/7/2023 12:52:53 PM,84f86415-93d5-48e0-b58f-0a5ba4db59ff,Radin123,25,"4087,4094,4096,4088,3849","TFS:[FFFFT] RTS:[4088,4095,4097,4088,3849] HDS:[0dO5g,0PO5E,0fe5k,0aM5o,0aa5s] CHD:[]",1,4,FFFFT,,FALSE,
850070,گمشده در دریا,-250,20,8/7/2023 12:52:27 PM,84f86415-93d5-48e0-b58f-0a5ba4db59ff,Radin123,24,"2277,4096,4097,4094,4088","TFS:[FFFFF] RTS:[2278,4096,4097,4095,4089] HDS:[0Q95k,0dP5M,0O95o,0e95o,0aP5g] CHD:[]",0,5,FFFFF,,FALSE,
850070,گمشده در دریا,0,17,8/7/2023 12:52:03 PM,84f86415-93d5-48e0-b58f-0a5ba4db59ff,Radin123,19,"573,739,4088,4087,4096","TFS:[FTFFF] RTS:[575,741,4088,4088,4096] HDS:[0Mp5n,0d15H,0QZ5r,0dJ5f,0cZ5H] CHD:[]",1,4,FTFFF,,FALSE,
850070,گمشده در دریا,100,2,8/7/2023 12:51:43 PM,84f86415-93d5-48e0-b58f-0a5ba4db59ff,Radin123,0,905,TFS:[T] RTS:[907] HDS:[0h051] CHD:[],1,0,T,,FALSE,
850070,گمشده در دریا,750,14,8/7/2023 12:51:41 PM,84f86415-93d5-48e0-b58f-0a5ba4db59ff,Radin123,17,"4096,1422,4096,1263","TFS:[FTFT] RTS:[4097,1423,4096,1264] HDS:[0c05C,0c05i,0Om5G,0a05M] CHD:[]",2,2,FTFT,,FALSE,
850070,گمشده در دریا,650,11,8/7/2023 12:51:23 PM,84f86415-93d5-48e0-b58f-0a5ba4db59ff,Radin123,20,"1089,4088,4096,1428,4089","TFS:[TFFTF] RTS:[1090,4089,4096,1430,4089] HDS:[0h25b,0h255,0NI55,0c45W,0hK54] CHD:[]",2,3,TFFTF,,FALSE,
850070,گمشده در دریا,600,8,8/7/2023 12:51:03 PM,84f86415-93d5-48e0-b58f-0a5ba4db59ff,Radin123,17,"4098,1347,862,4096,1105","TFS:[FTTFT] RTS:[4097,1348,864,4096,1107] HDS:[0gP53,0Kf5Y,0Rv5X,0Ov51,0N95X] CHD:[]",3,2,FTTFT,,FALSE,
850070,گمشده در دریا,400,5,8/7/2023 12:50:46 PM,84f86415-93d5-48e0-b58f-0a5ba4db59ff,Radin123,17,"4096,975,973,4088,1487","TFS:[FFTFT] RTS:[4096,975,975,4089,1489] HDS:[0ad50,0RH5d,0hX5X,0bt51,0fn5d] CHD:[]",2,3,FFTFT,,FALSE,
850070,گمشده در دریا,350,2,8/7/2023 12:50:29 PM,84f86415-93d5-48e0-b58f-0a5ba4db59ff,Radin123,14,"2712,1424,1038,4096,1165","TFS:[TTTFT] RTS:[2710,1426,1040,4096,1166] HDS:[0am5c,0cW5W,0Nm5b,0RW55,0QW5a] CHD:[]",4,1,TTTFT,,FALSE,
850069,حافظه عسلی,9600,16,8/7/2023 12:49:52 PM,84f86415-93d5-48e0-b58f-0a5ba4db59ff,Radin123,1,"856,448,531,507,697,414,458,531,373","TFS:[TTTTTTTTF] RTS:[856,448,531,507,698,414,457,531,373] HDS:[3,8,6,4,0,5,2,7,M] CHD:[0I5A5B985G5B595C589E54044E8G25236H6F25008C6E26076E6]",8,1,TTTTTTTTF,,TRUE,
850069,حافظه عسلی,9600,16,8/7/2023 12:49:52 PM,84f86415-93d5-48e0-b58f-0a5ba4db59ff,Radin123,4,"856,448,531,507,697,414,458,531,373","TFS:[TTTTTTTTF] RTS:[856,448,531,507,698,414,457,531,373] HDS:[3,8,6,4,0,5,2,7,M] CHD:[0I5A5B985G5B595C589E54044E8G25236H6F25008C6E26076E6]",8,1,TTTTTTTTF,,FALSE,
850069,حافظه عسلی,7350,16,8/7/2023 12:49:40 PM,84f86415-93d5-48e0-b58f-0a5ba4db59ff,Radin123,9,"691,847,465,590,514,1379,523,465,4430","TFS:[TTTTTTTTF] RTS:[689,847,466,590,515,1379,523,465,4429] HDS:[5,0,2,3,7,4,1,8,K] CHD:[0I5H1A3G1F1A1H3F3E1914206E4E25246H4602038G6800288A6]",8,1,TTTTTTTTF,,FALSE,
850069,حافظه عسلی,5100,14,8/7/2023 12:49:24 PM,84f86415-93d5-48e0-b58f-0a5ba4db59ff,Radin123,3,"448,531,440,582,1155,789","TFS:[TTFTFF] RTS:[448,531,440,581,1155,788] HDS:[2,1,H,4,A,6] CHD:[0I541D3D901A1A78036F8D06048C8H02026B8C06264]",3,3,TTFTFF,,FALSE,
850069,حافظه عسلی,4650,14,8/7/2023 12:49:13 PM,84f86415-93d5-48e0-b58f-0a5ba4db59ff,Radin123,4,"82,764,432,490,1080,1513","TFS:[TTTTFF] RTS:[82,764,431,490,1080,1512] HDS:[0,3,5,2,E,F] CHD:[0I5G753B1F531D10238B6D22216B8A07036H6G00034]",4,2,TTTTFF,,FALSE,
850069,حافظه عسلی,3750,11,8/7/2023 12:49:02 PM,84f86415-93d5-48e0-b58f-0a5ba4db59ff,Radin123,4,"208,456,1229,532,374,698,771","TFS:[FTTTTTT] RTS:[207,456,1230,531,374,697,772] HDS:[E,3,1,5,2,0,6] CHD:[0I561A373D30183319058B6H21208E6E2A044F4]",6,1,FTTTTTT,,FALSE,
850069,حافظه عسلی,2650,11,8/7/2023 12:48:51 PM,84f86415-93d5-48e0-b58f-0a5ba4db59ff,Radin123,4,"956,656,1005,622,431,516,626","TFS:[TTTTFTT] RTS:[955,656,1005,623,431,514,628] HDS:[6,2,5,1,E,0,4] CHD:[0I5E3F5H397B3G7H16264E6A05084G4F2401686]",6,1,TTTTFTT,,FALSE,
850069,حافظه عسلی,1550,7,8/7/2023 12:48:40 PM,84f86415-93d5-48e0-b58f-0a5ba4db59ff,Radin123,3,"658,863,482,515,947","TFS:[TTFTT] RTS:[656,863,482,515,947] HDS:[1,3,5,2,0] CHD:[0I511F14393037278E8H02218F8G2A268]",4,1,TTFTT,,FALSE,
850069,حافظه عسلی,850,7,8/7/2023 12:48:30 PM,84f86415-93d5-48e0-b58f-0a5ba4db59ff,Radin123,17,"12416,1113,1138,1495,906","TFS:[FFFFF] RTS:[12417,1112,1138,1495,905] HDS:[D,9,5,A,E] CHD:[0I5B7H3C5G3F7407684F01244G4C20068]",0,5,FFFFF,,FALSE,
850069,حافظه عسلی,1350,5,8/7/2023 12:48:06 PM,84f86415-93d5-48e0-b58f-0a5ba4db59ff,Radin123,2,"673,432,523,590","TFS:[TTTT] RTS:[673,431,524,590] HDS:[1,3,0,2] CHD:[0I589D555C52244B6H0407486A0]",4,0,TTTT,,FALSE,
850069,حافظه عسلی,950,5,8/7/2023 12:47:57 PM,84f86415-93d5-48e0-b58f-0a5ba4db59ff,Radin123,3,"614,680,399,1337","TFS:[TFTT] RTS:[614,681,398,1337] HDS:[1,A,3,0] CHD:[0I573H951D75208E4D21036E6F0]",3,1,TFTT,,FALSE,
850069,حافظه عسلی,700,4,8/7/2023 12:47:47 PM,84f86415-93d5-48e0-b58f-0a5ba4db59ff,Radin123,4,"2227,389,1397","TFS:[TTT] RTS:[2225,389,1396] HDS:[2,0,1] CHD:[0I5E795E54226G4F06054]",3,0,TTT,,FALSE,
850069,حافظه عسلی,400,4,8/7/2023 12:47:37 PM,84f86415-93d5-48e0-b58f-0a5ba4db59ff,Radin123,2,"257,564,1446","TFS:[TTT] RTS:[256,565,1446] HDS:[2,1,0] CHD:[0I591A3B15058A8827036]",3,0,TTT,,FALSE,
850069,حافظه عسلی,100,2,8/7/2023 12:47:28 PM,84f86415-93d5-48e0-b58f-0a5ba4db59ff,Radin123,9,"8224,1346","TFS:[FF] RTS:[8224,1346] HDS:[3,2] CHD:[0I5D3E15264H6H0]",0,2,FF,,FALSE,
850069,حافظه عسلی,200,2,8/7/2023 12:47:12 PM,84f86415-93d5-48e0-b58f-0a5ba4db59ff,Radin123,-1,"1206,871","TFS:[TT] RTS:[1205,871] HDS:[0,1] CHD:[0I513817274E8A0]",2,0,TT,,FALSE,
850067,حافظه تصاویر,850,3,8/7/2023 12:34:02 PM,c41e9738-b0b5-4c85-996d-d6bac3d249b8,arshiya.m,40,"3145,2277,2057,1457,1775,4500","TFS:[TFTTFF] RTS:[3147,2277,2059,1458,1776,4502] HDS:[] CHD:[01VpD4pv5ZOQSQS]",3,3,TFTTFF,,TRUE,
850067,حافظه تصاویر,700,3,8/7/2023 12:33:21 PM,c41e9738-b0b5-4c85-996d-d6bac3d249b8,arshiya.m,50,"2394,3633,2628,4152,3666,5677,3549","TFS:[TTTTTTT] RTS:[2394,3633,2629,4153,3667,5678,3549] HDS:[] CHD:[0I5etXCRH7TXC0h]",7,0,TTTTTTT,,FALSE,
850066,حافظه عسلی,2400,17,8/7/2023 12:30:33 PM,c41e9738-b0b5-4c85-996d-d6bac3d249b8,arshiya.m,0,,TFS:[] RTS:[] HDS:[] CHD:[0G491319323D163A313E1735074B4B24256A6F26036F4F00246B6],0,0,,,TRUE,
850066,حافظه عسلی,2400,17,8/7/2023 12:30:27 PM,c41e9738-b0b5-4c85-996d-d6bac3d249b8,arshiya.m,26,"1051,1360,1584,1911,1656,2463,1120,2095,11523,2176","TFS:[TTTTFTTFFF] RTS:[1054,1360,1584,1911,1656,2463,1120,2095,11522,2176] HDS:[1,3,7,9,B,6,0,N,L,J] CHD:[0G467A507B727D757851597202486926034C4825036A6B04054E6]",6,4,TTTTFTTFFF,,FALSE,
850066,حافظه عسلی,1200,17,8/7/2023 12:29:53 PM,c41e9738-b0b5-4c85-996d-d6bac3d249b8,arshiya.m,47,"1593,2287,3992,2591,2936,3583,23464,1672,3367,2359","TFS:[TTTTTFFFTF] RTS:[1592,2288,3992,2591,2936,3583,23464,1671,3367,2359] HDS:[8,0,2,6,4,F,J,N,3,O] CHD:[0G425D5479517C707F737B76244B4D0502696F23276F4B2308684]",6,4,TTTTTFFFTF,,FALSE,
850063,حافظه عسلی,6750,16,8/7/2023 12:26:39 PM,c41e9738-b0b5-4c85-996d-d6bac3d249b8,arshiya.m,5,"869,1542,2092","TFS:[TTT] RTS:[870,1541,2092] HDS:[2,3,0] CHD:[0G4E795D5E5877765B7B57216F6D00204A6D222066692304484]",3,0,TTT,,TRUE,
850063,حافظه عسلی,5850,16,8/7/2023 12:26:27 PM,c41e9738-b0b5-4c85-996d-d6bac3d249b8,arshiya.m,18,"3279,1958,1623,1658,1424,1875,1406,3567,1859","TFS:[TTTTTTTFT] RTS:[3280,1959,1623,1658,1424,1875,1406,3567,1859] HDS:[5,7,0,3,1,6,4,K,2] CHD:[0G483A1F193B363B181713274B660306486725226E4D22004D6]",8,1,TTTTTTTFT,,FALSE,
850063,حافظه عسلی,3600,16,8/7/2023 12:26:02 PM,c41e9738-b0b5-4c85-996d-d6bac3d249b8,arshiya.m,16,"1759,1399,1111,1792,1272,1791,2127,2328,2576","TFS:[TTFTTTTTF] RTS:[1760,1399,1111,1792,1272,1791,2127,2328,2576] HDS:[3,5,A,6,2,0,8,7,H] CHD:[0G4334321115103136361820486B27026C6D27266B6A0525684]",7,2,TTFTTTTTF,,FALSE,
